"url","Name","URLs","URLs_link"
"https://www.city-data.com/city/Florida.html","Acacia Villas","",""
"https://www.city-data.com/city/Florida.html","","Alachua","https://www.city-data.com/city/Alachua-Florida.html"
"https://www.city-data.com/city/Florida.html","","Alafaya","https://www.city-data.com/city/Alafaya-Florida.html"
"https://www.city-data.com/city/Florida.html","Alford, FL","",""
"https://www.city-data.com/city/Florida.html","Allentown, FL","",""
"https://www.city-data.com/city/Florida.html","","Altamonte Springs","https://www.city-data.com/city/Altamonte-Springs-Florida.html"
"https://www.city-data.com/city/Florida.html","Altha","",""
"https://www.city-data.com/city/Florida.html","Alturas, FL","",""
"https://www.city-data.com/city/Florida.html","Alva, FL","",""
"https://www.city-data.com/city/Florida.html","","Andover, FL","https://www.city-data.com/city/Andover-Florida.html"
"https://www.city-data.com/city/Florida.html","Andrews, FL","",""
"https://www.city-data.com/city/Florida.html","Anna Maria","",""
"https://www.city-data.com/city/Florida.html","Apalachicola","",""
"https://www.city-data.com/city/Florida.html","","Apollo Beach","https://www.city-data.com/city/Apollo-Beach-Florida.html"
"https://www.city-data.com/city/Florida.html","","Apopka","https://www.city-data.com/city/Apopka-Florida.html"
"https://www.city-data.com/city/Florida.html","","Arcadia, FL","https://www.city-data.com/city/Arcadia-Florida.html"
"https://www.city-data.com/city/Florida.html","Archer, FL","",""
"https://www.city-data.com/city/Florida.html","Aripeka","",""
"https://www.city-data.com/city/Florida.html","","Asbury Lake","https://www.city-data.com/city/Asbury-Lake-Florida.html"
"https://www.city-data.com/city/Florida.html","Astatula","",""
"https://www.city-data.com/city/Florida.html","Astor","",""
"https://www.city-data.com/city/Florida.html","","Atlantic Beach, FL","https://www.city-data.com/city/Atlantic-Beach-Florida.html"
"https://www.city-data.com/city/Florida.html","Atlantis","",""
"https://www.city-data.com/city/Florida.html","","Auburndale, FL","https://www.city-data.com/city/Auburndale-Florida.html"
"https://www.city-data.com/city/Florida.html","Avalon, FL","",""
"https://www.city-data.com/city/Florida.html","","Aventura","https://www.city-data.com/city/Aventura-Florida.html"
"https://www.city-data.com/city/Florida.html","","Avon Park","https://www.city-data.com/city/Avon-Park-Florida.html"
"https://www.city-data.com/city/Florida.html","","Azalea Park","https://www.city-data.com/city/Azalea-Park-Florida.html"
"https://www.city-data.com/city/Florida.html","Babson Park","",""
"https://www.city-data.com/city/Florida.html","Bagdad, FL","",""
"https://www.city-data.com/city/Florida.html","","Baker, FL","https://www.city-data.com/city/Baker-Florida.html"
"https://www.city-data.com/city/Florida.html","Bal Harbour","",""
"https://www.city-data.com/city/Florida.html","Baldwin, FL","",""
"https://www.city-data.com/city/Florida.html","Balm","",""
"https://www.city-data.com/city/Florida.html","","Bardmoor","https://www.city-data.com/city/Bardmoor-Florida.html"
"https://www.city-data.com/city/Florida.html","","Bartow, FL","https://www.city-data.com/city/Bartow-Florida.html"
"https://www.city-data.com/city/Florida.html","","Bay Harbor Islands","https://www.city-data.com/city/Bay-Harbor-Islands-Florida.html"
"https://www.city-data.com/city/Florida.html","Bay Hill","",""
"https://www.city-data.com/city/Florida.html","Bay Pines","",""
"https://www.city-data.com/city/Florida.html","","Bayonet Point","https://www.city-data.com/city/Bayonet-Point-Florida.html"
"https://www.city-data.com/city/Florida.html","","Bayshore Gardens","https://www.city-data.com/city/Bayshore-Gardens-Florida.html"
"https://www.city-data.com/city/Florida.html","","Beacon Square","https://www.city-data.com/city/Beacon-Square-Florida.html"
"https://www.city-data.com/city/Florida.html","Bear Creek, FL","",""
"https://www.city-data.com/city/Florida.html","Bee Ridge","Bee Ridge","https://www.city-data.com/city/Bee-Ridge-Florida.html"
"https://www.city-data.com/city/Florida.html","","Bellair-Meadowbrook Terrace","https://www.city-data.com/city/Bellair-Meadowbrook-Terrace-Florida.html"
"https://www.city-data.com/city/Florida.html","Belle Glade Camp","",""
"https://www.city-data.com/city/Florida.html","","Belle Glade","https://www.city-data.com/city/Belle-Glade-Florida.html"
"https://www.city-data.com/city/Florida.html","","Belle Isle","https://www.city-data.com/city/Belle-Isle-Florida.html"
"https://www.city-data.com/city/Florida.html","Belleair Beach","",""
"https://www.city-data.com/city/Florida.html","Belleair Bluffs","",""
"https://www.city-data.com/city/Florida.html","Belleair","",""
"https://www.city-data.com/city/Florida.html","Belleview, FL","",""
"https://www.city-data.com/city/Florida.html","","Bellview, FL","https://www.city-data.com/city/Bellview-Florida.html"
"https://www.city-data.com/city/Florida.html","Bell, FL","",""
"https://www.city-data.com/city/Florida.html","Berrydale","",""
"https://www.city-data.com/city/Florida.html","Beverly Beach","",""
"https://www.city-data.com/city/Florida.html","","Beverly Hills, FL","https://www.city-data.com/city/Beverly-Hills-Florida.html"
"https://www.city-data.com/city/Florida.html","Big Coppitt Key","",""
"https://www.city-data.com/city/Florida.html","Big Pine Key","",""
"https://www.city-data.com/city/Florida.html","Biscayne Park","",""
"https://www.city-data.com/city/Florida.html","","Bithlo","https://www.city-data.com/city/Bithlo-Florida.html"
"https://www.city-data.com/city/Florida.html","Black Diamond, FL","",""
"https://www.city-data.com/city/Florida.html","Black Hammock","",""
"https://www.city-data.com/city/Florida.html","","Bloomingdale, FL","https://www.city-data.com/city/Bloomingdale-Florida.html"
"https://www.city-data.com/city/Florida.html","Blountstown","",""
"https://www.city-data.com/city/Florida.html","","Boca Ciega","https://www.city-data.com/city/Boca-Ciega-Florida.html"
"https://www.city-data.com/city/Florida.html","","Boca Del Mar","https://www.city-data.com/city/Boca-Del-Mar-Florida.html"
"https://www.city-data.com/city/Florida.html","Boca Grande","",""
"https://www.city-data.com/city/Florida.html","Boca Pointe","",""
"https://www.city-data.com/city/Florida.html","","Boca Raton","https://www.city-data.com/city/Boca-Raton-Florida.html"
"https://www.city-data.com/city/Florida.html","Bokeelia","",""
"https://www.city-data.com/city/Florida.html","Bonifay","",""
"https://www.city-data.com/city/Florida.html","","Bonita Springs","https://www.city-data.com/city/Bonita-Springs-Florida.html"
"https://www.city-data.com/city/Florida.html","Bonnie Lock-Woodsetter North","",""
"https://www.city-data.com/city/Florida.html","Boulevard Gardens","",""
"https://www.city-data.com/city/Florida.html","Bowling Green, FL","",""
"https://www.city-data.com/city/Florida.html","","Boyette","https://www.city-data.com/city/Boyette-Florida.html"
"https://www.city-data.com/city/Florida.html","","Boynton Beach","https://www.city-data.com/city/Boynton-Beach-Florida.html"
"https://www.city-data.com/city/Florida.html","Bradenton Beach","",""
"https://www.city-data.com/city/Florida.html","","Bradenton","https://www.city-data.com/city/Bradenton-Florida.html"
"https://www.city-data.com/city/Florida.html","Bradley Junction","",""
"https://www.city-data.com/city/Florida.html","","Brandon, FL","https://www.city-data.com/city/Brandon-Florida.html"
"https://www.city-data.com/city/Florida.html","Branford, FL","",""
"https://www.city-data.com/city/Florida.html","","Brent, FL","https://www.city-data.com/city/Brent-Florida.html"
"https://www.city-data.com/city/Florida.html","Briny Breezes","",""
"https://www.city-data.com/city/Florida.html","Bristol, FL","",""
"https://www.city-data.com/city/Florida.html","","Broadview Park","https://www.city-data.com/city/Broadview-Park-Florida.html"
"https://www.city-data.com/city/Florida.html","Broadview-Pompano Park","",""
"https://www.city-data.com/city/Florida.html","Bronson, FL","",""
"https://www.city-data.com/city/Florida.html","Brooker","",""
"https://www.city-data.com/city/Florida.html","Brookridge","",""
"https://www.city-data.com/city/Florida.html","","Brooksville, FL","https://www.city-data.com/city/Brooksville-Florida.html"
"https://www.city-data.com/city/Florida.html","Broward Estates","",""
"https://www.city-data.com/city/Florida.html","Brownsdale, FL","",""
"https://www.city-data.com/city/Florida.html","","Brownsville, FL","https://www.city-data.com/city/Brownsville-Florida.html"
"https://www.city-data.com/city/Florida.html","Buckhead Ridge","",""
"https://www.city-data.com/city/Florida.html","Buckingham, FL","",""
"https://www.city-data.com/city/Florida.html","","Buenaventura Lakes","https://www.city-data.com/city/Buenaventura-Lakes-Florida.html"
"https://www.city-data.com/city/Florida.html","Bunche Park","",""
"https://www.city-data.com/city/Florida.html","Bunnell","",""
"https://www.city-data.com/city/Florida.html","Burnt Store Marina","",""
"https://www.city-data.com/city/Florida.html","Bushnell, FL","",""
"https://www.city-data.com/city/Florida.html","Butler Beach","",""
"https://www.city-data.com/city/Florida.html","Cabana Colony","",""
"https://www.city-data.com/city/Florida.html","Callahan","",""
"https://www.city-data.com/city/Florida.html","","Callaway, FL","https://www.city-data.com/city/Callaway-Florida.html"
"https://www.city-data.com/city/Florida.html","Campbellton, FL","",""
"https://www.city-data.com/city/Florida.html","Campbell, FL","",""
"https://www.city-data.com/city/Florida.html","Canal Point","",""
"https://www.city-data.com/city/Florida.html","","Cantonment","https://www.city-data.com/city/Cantonment-Florida.html"
"https://www.city-data.com/city/Florida.html","","Cape Canaveral","https://www.city-data.com/city/Cape-Canaveral-Florida.html"
"https://www.city-data.com/city/Florida.html","","Cape Coral, FL","https://www.city-data.com/city/Cape-Coral-Florida.html"
"https://www.city-data.com/city/Florida.html","Captiva","",""
"https://www.city-data.com/city/Florida.html","","Carol City","https://www.city-data.com/city/Carol-City-Florida.html"
"https://www.city-data.com/city/Florida.html","Carrabelle","",""
"https://www.city-data.com/city/Florida.html","","Carrollwood","https://www.city-data.com/city/Carrollwood-Florida.html"
"https://www.city-data.com/city/Florida.html","Carver Ranches","",""
"https://www.city-data.com/city/Florida.html","Caryville, FL","",""
"https://www.city-data.com/city/Florida.html","","Casselberry","https://www.city-data.com/city/Casselberry-Florida.html"
"https://www.city-data.com/city/Florida.html","Cedar Grove, FL","",""
"https://www.city-data.com/city/Florida.html","Cedar Key","",""
"https://www.city-data.com/city/Florida.html","","Celebration","https://www.city-data.com/city/Celebration-Florida.html"
"https://www.city-data.com/city/Florida.html","Center Hill","",""
"https://www.city-data.com/city/Florida.html","","Central Pasco","https://www.city-data.com/city/Central-Pasco-Florida.html"
"https://www.city-data.com/city/Florida.html","","Central Volusia","https://www.city-data.com/city/Central-Volusia-Florida.html"
"https://www.city-data.com/city/Florida.html","","Century Village","https://www.city-data.com/city/Century-Village-Florida.html"
"https://www.city-data.com/city/Florida.html","Century, FL","",""
"https://www.city-data.com/city/Florida.html","Chambers Estates","",""
"https://www.city-data.com/city/Florida.html","Charleston Park","",""
"https://www.city-data.com/city/Florida.html","Charlotte Harbor","",""
"https://www.city-data.com/city/Florida.html","Charlotte Park","",""
"https://www.city-data.com/city/Florida.html","Chattahoochee","",""
"https://www.city-data.com/city/Florida.html","","Cheval","https://www.city-data.com/city/Cheval-Florida.html"
"https://www.city-data.com/city/Florida.html","Chiefland","",""
"https://www.city-data.com/city/Florida.html","Chipley","",""
"https://www.city-data.com/city/Florida.html","Chokoloskee","",""
"https://www.city-data.com/city/Florida.html","Christmas","",""
"https://www.city-data.com/city/Florida.html","Chula Vista, FL","",""
"https://www.city-data.com/city/Florida.html","Chuluota","",""
"https://www.city-data.com/city/Florida.html","Chumuckla","",""
"https://www.city-data.com/city/Florida.html","Cinco Bayou","",""
"https://www.city-data.com/city/Florida.html","","Citrus Hills","https://www.city-data.com/city/Citrus-Hills-Florida.html"
