"url","Name","Name_link"
"https://www.city-data.com/city/New-York.html","Accord",""
"https://www.city-data.com/city/New-York.html","Adams Center",""
"https://www.city-data.com/city/New-York.html","Adams, NY",""
"https://www.city-data.com/city/New-York.html","Addison, NY",""
"https://www.city-data.com/city/New-York.html","Afton, NY",""
"https://www.city-data.com/city/New-York.html","Airmont","https://www.city-data.com/city/Airmont-New-York.html"
"https://www.city-data.com/city/New-York.html","Akron, NY",""
"https://www.city-data.com/city/New-York.html","Alabama",""
"https://www.city-data.com/city/New-York.html","Albany, NY","https://www.city-data.com/city/Albany-New-York.html"
"https://www.city-data.com/city/New-York.html","Albertson",""
"https://www.city-data.com/city/New-York.html","Albion, NY","https://www.city-data.com/city/Albion-New-York.html"
"https://www.city-data.com/city/New-York.html","Alden, NY",""
"https://www.city-data.com/city/New-York.html","Alexander, NY",""
"https://www.city-data.com/city/New-York.html","Alexandria Bay",""
"https://www.city-data.com/city/New-York.html","Alexandria, NY",""
"https://www.city-data.com/city/New-York.html","Alfred, NY",""
"https://www.city-data.com/city/New-York.html","Allegany",""
"https://www.city-data.com/city/New-York.html","Allen, NY",""
"https://www.city-data.com/city/New-York.html","Alma, NY",""
"https://www.city-data.com/city/New-York.html","Almond, NY",""
"https://www.city-data.com/city/New-York.html","Altamont, NY",""
"https://www.city-data.com/city/New-York.html","Altmar",""
"https://www.city-data.com/city/New-York.html","Altona, NY",""
"https://www.city-data.com/city/New-York.html","Amagansett",""
"https://www.city-data.com/city/New-York.html","Amboy, NY",""
"https://www.city-data.com/city/New-York.html","Amenia, NY",""
"https://www.city-data.com/city/New-York.html","Amherst, NY","https://www.city-data.com/city/Amherst-New-York.html"
"https://www.city-data.com/city/New-York.html","Amityville","https://www.city-data.com/city/Amityville-New-York.html"
"https://www.city-data.com/city/New-York.html","Amity, NY",""
"https://www.city-data.com/city/New-York.html","Amsterdam, NY","https://www.city-data.com/city/Amsterdam-New-York.html"
"https://www.city-data.com/city/New-York.html","Ancram",""
"https://www.city-data.com/city/New-York.html","Andes",""
"https://www.city-data.com/city/New-York.html","Andover, NY",""
"https://www.city-data.com/city/New-York.html","Angelica, NY",""
"https://www.city-data.com/city/New-York.html","Angola on the Lake",""
"https://www.city-data.com/city/New-York.html","Angola, NY",""
"https://www.city-data.com/city/New-York.html","Annsville",""
"https://www.city-data.com/city/New-York.html","Antwerp, NY",""
"https://www.city-data.com/city/New-York.html","Apalachin",""
"https://www.city-data.com/city/New-York.html","Aquebogue",""
"https://www.city-data.com/city/New-York.html","Arcade, NY",""
"https://www.city-data.com/city/New-York.html","Arcadia, NY","https://www.city-data.com/city/Arcadia-New-York.html"
"https://www.city-data.com/city/New-York.html","Ardsley",""
"https://www.city-data.com/city/New-York.html","Argyle, NY",""
"https://www.city-data.com/city/New-York.html","Arietta",""
"https://www.city-data.com/city/New-York.html","Arkport",""
"https://www.city-data.com/city/New-York.html","Arkwright",""
"https://www.city-data.com/city/New-York.html","Arlington, NY",""
"https://www.city-data.com/city/New-York.html","Armonk",""
"https://www.city-data.com/city/New-York.html","Asharoken",""
"https://www.city-data.com/city/New-York.html","Ashford, NY",""
"https://www.city-data.com/city/New-York.html","Ashland, NY",""
"https://www.city-data.com/city/New-York.html","Athens, NY",""
"https://www.city-data.com/city/New-York.html","Atlantic Beach, NY",""
"https://www.city-data.com/city/New-York.html","Attica, NY",""
"https://www.city-data.com/city/New-York.html","Au Sable Forks",""
"https://www.city-data.com/city/New-York.html","Au Sable, NY",""
"https://www.city-data.com/city/New-York.html","Auburn, NY","https://www.city-data.com/city/Auburn-New-York.html"
"https://www.city-data.com/city/New-York.html","Augusta, NY",""
"https://www.city-data.com/city/New-York.html","Aurelius",""
"https://www.city-data.com/city/New-York.html","Aurora, NY",""
"https://www.city-data.com/city/New-York.html","Austerlitz",""
"https://www.city-data.com/city/New-York.html","Ava, NY",""
"https://www.city-data.com/city/New-York.html","Averill Park",""
"https://www.city-data.com/city/New-York.html","Avoca, NY",""
"https://www.city-data.com/city/New-York.html","Avon, NY",""
"https://www.city-data.com/city/New-York.html","Babylon","https://www.city-data.com/city/Babylon-New-York.html"
"https://www.city-data.com/city/New-York.html","Bainbridge, NY",""
"https://www.city-data.com/city/New-York.html","Baiting Hollow",""
"https://www.city-data.com/city/New-York.html","Baldwin Harbor","https://www.city-data.com/city/Baldwin-Harbor-New-York.html"
"https://www.city-data.com/city/New-York.html","Baldwinsville","https://www.city-data.com/city/Baldwinsville-New-York.html"
"https://www.city-data.com/city/New-York.html","Baldwin, NY","https://www.city-data.com/city/Baldwin-New-York.html"
"https://www.city-data.com/city/New-York.html","Ballston Spa",""
"https://www.city-data.com/city/New-York.html","Ballston","https://www.city-data.com/city/Ballston-New-York.html"
"https://www.city-data.com/city/New-York.html","Balmville",""
"https://www.city-data.com/city/New-York.html","Bangor, NY",""
"https://www.city-data.com/city/New-York.html","Bardonia",""
"https://www.city-data.com/city/New-York.html","Barker",""
"https://www.city-data.com/city/New-York.html","Barneveld, NY",""
"https://www.city-data.com/city/New-York.html","Barnum Island",""
"https://www.city-data.com/city/New-York.html","Barre, NY",""
"https://www.city-data.com/city/New-York.html","Barrington, NY",""
"https://www.city-data.com/city/New-York.html","Barton, NY","https://www.city-data.com/city/Barton-New-York.html"
"https://www.city-data.com/city/New-York.html","Batavia, NY","https://www.city-data.com/city/Batavia-New-York.html"
"https://www.city-data.com/city/New-York.html","Bath, NY",""
"https://www.city-data.com/city/New-York.html","Baxter Estates",""
"https://www.city-data.com/city/New-York.html","Bay Park",""
"https://www.city-data.com/city/New-York.html","Bay Shore, NY","https://www.city-data.com/city/Bay-Shore-New-York.html"
"https://www.city-data.com/city/New-York.html","Bayport, NY","https://www.city-data.com/city/Bayport-New-York.html"
